Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46,Yes,Travel_Rarely,1254.0,Sales,10,3,Life Sciences,1,1869,3,Female,64.0,3,3,Sales Executive,2,Married,7314,14011,6.217408093408647,Y,No,21,4,3,80,3,14,2,3,8,7,0,7
27,No,Travel_Frequently,,Sales,2,1,Life Sciences,1,1371,4,Male,43.0,1,2,Sales Executive,4,Single,5071,20392,5.1440550385234545,Y,No,20,4,2,80,0,8,3,3,6,2,0,0
28,Yes,Travel_Rarely,1475.0,Sales,13,2,Marketing,1,1933,4,Female,84.0,3,2,Sales Executive,3,Single,9854,23352,1.843344025644279,Y,Yes,11,3,4,80,0,6,0,3,2,0,2,2
33,No,Travel_Rarely,267.0,Research & Development,21,3,Medical,1,1698,2,Male,79.0,4,1,Laboratory Technician,2,Married,2028,13637,7.522754561195024,Y,No,18,3,4,80,3,14,6,3,14,11,2,13
52,No,Travel_Rarely,,Research & Development,6,2,Technical Degree,1,630,4,Male,78.0,3,2,Research Scientist,1,Divorced,5577,22087,8.291818772540468,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
58,No,Non-Travel,,Sales,2,3,Medical,1,1824,2,Male,52.0,3,4,Manager,2,Divorced,16291,22577,19.341178471047368,Y,No,22,4,4,80,1,37,0,2,16,9,14,14
53,No,Travel_Frequently,,Sales,2,3,Marketing,1,1050,3,Female,38.0,2,3,Sales Executive,2,Married,7525,23537,13.946585168457577,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
32,No,Travel_Rarely,824.0,Research & Development,5,2,Life Sciences,1,1555,4,Female,67.0,2,2,Research Scientist,2,Married,5878,15624,6.947625789888418,Y,No,12,3,1,80,1,12,2,3,7,1,2,5
32,No,Travel_Frequently,1316.0,Research & Development,2,2,Life Sciences,1,1235,4,Female,38.0,3,2,Research Scientist,3,Single,4998,2338,4.468475712852989,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7
41,No,Travel_Rarely,896.0,Sales,6,3,Life Sciences,1,298,4,Female,75.0,3,3,Manager,4,Single,13591,14674,7.043569928570781,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0
59,No,Travel_Rarely,142.0,Research & Development,3,3,Life Sciences,1,309,3,Male,70.0,2,1,Research Scientist,4,Married,2177,8456,3.653413660738201,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
32,Yes,Travel_Rarely,,Research & Development,25,4,Life Sciences,1,911,1,Male,87.0,3,1,Laboratory Technician,4,Single,2795,18016,2.096914054853799,Y,Yes,24,4,3,80,0,1,2,1,1,0,0,1
34,No,Travel_Rarely,,Research & Development,9,3,Medical,1,717,4,Female,46.0,2,3,Healthcare Representative,2,Single,8621,17654,4.816445110993366,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
34,Yes,Non-Travel,967.0,Research & Development,16,4,Technical Degree,1,1905,4,Male,,1,1,Research Scientist,1,Married,2307,14460,3.4891412556343573,Y,Yes,23,4,2,80,1,5,2,3,5,2,3,0
51,No,Travel_Rarely,,Research & Development,7,4,Medical,1,211,2,Male,34.0,2,2,Manufacturing Director,3,Married,6132,13983,4.657334791597627,Y,No,17,3,3,80,0,10,2,3,1,0,0,0
47,No,Travel_Rarely,359.0,Research & Development,2,4,Medical,1,1443,1,Female,82.0,3,4,Research Director,3,Married,17169,26703,10.464478666487361,Y,No,19,3,2,80,2,26,2,4,20,17,5,6
51,No,Travel_Frequently,541.0,Sales,2,3,Marketing,1,1391,2,Male,52.0,3,3,Sales Executive,2,Married,10596,15395,6.107645421273002,Y,No,11,3,2,80,0,14,5,3,4,2,3,2
20,No,Travel_Rarely,805.0,Research & Development,3,3,Life Sciences,1,1198,1,Male,87.0,2,1,Laboratory Technician,3,Single,3033,12828,3.5605588857647468,Y,No,12,3,1,80,0,2,2,2,2,2,1,2
41,No,Travel_Rarely,1276.0,Sales,2,5,Life Sciences,1,625,2,Female,91.0,3,4,Manager,1,Married,16595,5626,10.896944684456281,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
26,No,Travel_Rarely,652.0,Research & Development,7,3,Other,1,1417,3,Male,100.0,4,1,Laboratory Technician,1,Single,3578,23577,3.7242698553284517,Y,No,12,3,4,80,0,8,2,3,7,7,0,7
33,No,Travel_Rarely,,Research & Development,13,1,Life Sciences,1,995,2,Female,53.0,3,1,Research Scientist,4,Single,3452,17241,2.289990941719944,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
32,No,Travel_Frequently,379.0,Sales,5,2,Life Sciences,1,889,2,Male,,3,2,Sales Executive,2,Married,6524,8891,3.118996451098973,Y,No,14,3,4,80,1,10,3,3,10,8,5,3
36,No,Non-Travel,301.0,Sales,15,4,Marketing,1,2036,4,Male,88.0,1,2,Sales Executive,4,Divorced,5406,10436,9.267420308331376,Y,No,24,4,1,80,1,15,4,2,15,12,11,11
38,No,Travel_Rarely,,Research & Development,2,2,Medical,1,1638,4,Female,54.0,2,3,Manufacturing Director,3,Married,7756,14199,3.9709518864836415,Y,Yes,19,3,4,80,1,10,6,4,5,4,0,2
40,No,Travel_Rarely,,Research & Development,19,2,Medical,1,281,3,Male,99.0,3,2,Laboratory Technician,4,Married,2741,16523,7.550786785737615,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
31,Yes,Travel_Frequently,754.0,Sales,26,4,Marketing,1,1967,1,Male,63.0,3,2,Sales Executive,4,Married,5617,21075,6.2722909950309305,Y,Yes,11,3,3,80,0,10,4,3,10,7,0,8
36,No,Travel_Rarely,,Research & Development,7,3,Life Sciences,1,1659,1,Male,77.0,3,1,Laboratory Technician,2,Single,2013,10950,7.201177082690291,Y,No,11,3,3,80,0,15,4,3,4,3,1,3
23,No,Travel_Rarely,,Research & Development,4,3,Medical,1,705,1,Male,,4,1,Research Scientist,1,Married,2819,8544,1.8421141857739387,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
30,No,Travel_Rarely,855.0,Sales,7,4,Marketing,1,1428,4,Female,73.0,3,2,Sales Executive,1,Divorced,4779,12761,1.8450947665479909,Y,No,14,3,2,80,2,8,3,3,3,2,0,2
45,No,Travel_Rarely,,Research & Development,29,3,Medical,1,192,3,Male,83.0,3,1,Research Scientist,4,Single,3452,9752,5.116265378714461,Y,No,13,3,2,80,0,9,2,2,6,5,0,3
58,No,Travel_Rarely,,Sales,21,3,Life Sciences,1,1938,4,Female,72.0,3,4,Manager,4,Married,17875,11761,14.133290094939175,Y,Yes,13,3,3,80,1,29,2,2,1,0,0,0
29,No,Travel_Rarely,1010.0,Research & Development,1,3,Life Sciences,1,1249,1,Female,97.0,3,1,Research Scientist,4,Divorced,3760,5598,1.1218034166349162,Y,No,15,3,1,80,3,3,5,3,3,2,1,2
33,No,Travel_Rarely,,Research & Development,1,3,Life Sciences,1,969,2,Female,,2,2,Healthcare Representative,4,Single,6949,12291,3.9996337525614782,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
33,No,Travel_Rarely,1198.0,Research & Development,1,4,Other,1,939,3,Male,100.0,2,1,Research Scientist,1,Single,2799,3339,1.2247722423393363,Y,Yes,11,3,2,80,0,6,1,3,3,2,0,2
48,No,Travel_Rarely,1108.0,Research & Development,15,4,Other,1,1576,3,Female,65.0,3,1,Research Scientist,1,Married,2367,16530,5.401129026647189,Y,No,12,3,4,80,1,10,3,2,8,2,7,6
23,Yes,Travel_Frequently,638.0,Sales,9,3,Marketing,1,2023,4,Male,33.0,3,1,Sales Representative,1,Married,1790,26956,1.064453797922928,Y,No,19,3,1,80,1,1,3,2,1,0,1,0
31,Yes,Travel_Rarely,202.0,Research & Development,8,3,Life Sciences,1,1433,1,Female,34.0,2,1,Research Scientist,2,Single,1261,22262,-0.5077064290309601,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
29,No,Travel_Rarely,,Sales,2,3,Medical,1,366,1,Male,78.0,2,2,Sales Executive,2,Married,6644,3687,4.040773934048346,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
20,Yes,Travel_Frequently,,Research & Development,6,3,Life Sciences,1,137,4,Female,66.0,2,1,Laboratory Technician,4,Single,2926,19783,-0.016425479313014302,Y,Yes,18,3,2,80,0,1,5,3,1,0,1,0
37,No,Non-Travel,1252.0,Sales,19,2,Medical,1,904,1,Male,32.0,3,3,Sales Executive,2,Single,7642,4814,5.682234479145792,Y,Yes,13,3,4,80,0,10,2,3,10,0,0,9
42,Yes,Travel_Frequently,,Research & Development,19,3,Medical,1,752,3,Male,57.0,4,1,Research Scientist,3,Divorced,2759,20366,4.156035210481094,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2
49,No,Travel_Frequently,1064.0,Research & Development,2,1,Life Sciences,1,1941,2,Male,42.0,3,5,Research Director,4,Married,19161,13738,14.256906863276448,Y,No,15,3,4,80,0,28,3,3,5,4,4,3
29,No,Travel_Rarely,726.0,Research & Development,29,1,Life Sciences,1,1859,4,Male,93.0,1,2,Healthcare Representative,3,Divorced,6384,21143,4.607685310546319,Y,No,17,3,4,80,2,11,3,3,7,0,1,6
40,No,Travel_Rarely,523.0,Research & Development,2,3,Life Sciences,1,1346,3,Male,98.0,3,2,Research Scientist,4,Single,4661,22455,3.9313375456666586,Y,No,13,3,3,80,0,9,4,3,9,8,8,8
27,Yes,Travel_Frequently,,Human Resources,22,3,Human Resources,1,1944,1,Female,,2,1,Human Resources,2,Married,2863,19555,0.13189057237162716,Y,No,12,3,1,80,0,1,2,3,1,0,0,0
48,No,Travel_Rarely,,Sales,7,3,Marketing,1,1466,3,Male,96.0,3,2,Sales Executive,1,Divorced,5486,24795,7.999523022899702,Y,No,11,3,1,80,3,15,3,3,2,2,2,2
38,No,Travel_Frequently,594.0,Research & Development,2,2,Medical,1,1760,3,Female,75.0,2,1,Laboratory Technician,2,Married,2468,15963,3.9363881762072106,Y,No,14,3,2,80,1,9,4,2,6,1,0,5
47,No,Non-Travel,,Sales,2,4,Marketing,1,1731,3,Male,87.0,3,2,Sales Executive,2,Married,4978,3536,2.7753454310728642,Y,No,11,3,4,80,1,4,3,1,1,0,0,0
32,No,Travel_Rarely,498.0,Research & Development,3,4,Medical,1,966,3,Female,93.0,3,2,Manufacturing Director,1,Married,6725,13554,4.060186579966546,Y,No,12,3,3,80,1,8,2,4,8,7,6,3
40,No,Travel_Rarely,1308.0,Research & Development,14,3,Medical,1,1128,3,Male,44.0,2,5,Research Director,3,Single,19626,17544,9.597632742047441,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
26,No,Travel_Rarely,703.0,Sales,28,2,Marketing,1,641,1,Male,66.0,3,2,Sales Executive,2,Married,6272,7428,3.19281350916416,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
22,Yes,Travel_Frequently,1256.0,Research & Development,3,4,Life Sciences,1,1203,3,Male,48.0,2,1,Research Scientist,4,Married,2853,4223,-0.6127602726851595,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0
39,No,Travel_Rarely,116.0,Research & Development,24,1,Life Sciences,1,2014,1,Male,52.0,3,2,Research Scientist,4,Single,4108,5340,9.562824631163759,Y,No,13,3,1,80,0,18,2,3,7,7,1,7
36,No,Travel_Rarely,,Research & Development,6,4,Life Sciences,1,1221,3,Male,60.0,1,1,Laboratory Technician,3,Divorced,2741,6865,1.6656244891710428,Y,No,14,3,3,80,1,7,4,3,7,7,1,7
27,No,Travel_Rarely,1377.0,Research & Development,11,1,Life Sciences,1,1434,2,Male,91.0,3,1,Laboratory Technician,1,Married,2099,7679,1.494101748575974,Y,No,14,3,2,80,0,6,3,4,5,0,1,4
36,No,Travel_Frequently,884.0,Research & Development,23,2,Medical,1,2061,3,Male,41.0,4,2,Laboratory Technician,4,Married,2571,12290,8.041749639373595,Y,No,17,3,3,80,1,17,3,3,5,2,0,3
44,Yes,Travel_Frequently,920.0,Research & Development,24,3,Life Sciences,1,392,4,Male,43.0,3,1,Laboratory Technician,3,Divorced,3161,19920,10.537603872602771,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0
29,No,Travel_Rarely,657.0,Research & Development,27,3,Medical,1,793,2,Female,66.0,3,2,Healthcare Representative,3,Married,4335,25549,4.321500776386102,Y,No,12,3,1,80,1,11,3,2,8,7,1,1
33,No,Travel_Rarely,392.0,Sales,2,4,Medical,1,1670,4,Male,93.0,3,2,Sales Executive,4,Divorced,5505,3921,4.19837016948982,Y,No,14,3,3,80,2,6,5,3,6,2,0,4
28,Yes,Non-Travel,1366.0,Research & Development,24,2,Technical Degree,1,1082,2,Male,72.0,2,3,Healthcare Representative,1,Single,8722,12355,4.648639327619795,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
52,No,Non-Travel,715.0,Research & Development,19,4,Medical,1,791,4,Male,41.0,3,1,Research Scientist,4,Married,4258,26589,4.775230339257639,Y,No,18,3,1,80,1,5,3,3,4,3,1,2
58,Yes,Travel_Frequently,781.0,Research & Development,2,1,Life Sciences,1,918,4,Male,57.0,2,1,Laboratory Technician,4,Divorced,2380,13384,2.4429231120072976,Y,Yes,14,3,4,80,1,3,3,2,1,0,0,0
25,No,Travel_Frequently,772.0,Research & Development,2,1,Life Sciences,1,1653,4,Male,77.0,4,2,Manufacturing Director,3,Divorced,5206,4973,4.29050157384021,Y,No,17,3,3,80,2,7,6,3,7,7,0,7
54,No,Travel_Rarely,,Research & Development,19,4,Medical,1,799,4,Female,95.0,3,2,Manufacturing Director,1,Divorced,5485,22670,5.5810812329390185,Y,Yes,11,3,2,80,2,9,4,3,5,3,1,4
31,No,Travel_Rarely,471.0,Research & Development,4,3,Medical,1,1916,1,Female,62.0,4,1,Laboratory Technician,3,Divorced,3978,16031,2.6993596491780907,Y,No,12,3,2,80,1,4,0,2,2,2,2,2
35,No,Travel_Frequently,944.0,Sales,1,3,Marketing,1,314,3,Female,,3,3,Sales Executive,3,Single,8789,9096,4.333659195352447,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
40,No,Travel_Rarely,1171.0,Research & Development,10,4,Life Sciences,1,483,4,Female,46.0,4,1,Laboratory Technician,3,Married,2213,22495,4.717360007736148,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7
46,No,Travel_Frequently,1034.0,Research & Development,18,1,Medical,1,624,1,Female,86.0,3,3,Healthcare Representative,3,Married,10527,8984,15.188265225614096,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
51,No,Travel_Rarely,770.0,Human Resources,5,3,Life Sciences,1,1352,3,Male,84.0,3,4,Manager,2,Divorced,14026,17588,17.13472805233076,Y,Yes,11,3,2,80,1,33,2,3,33,9,0,10
36,No,Travel_Frequently,,Research & Development,18,1,Medical,1,286,2,Female,73.0,3,1,Laboratory Technician,4,Single,2153,7703,2.78539438919456,Y,No,13,3,1,80,0,8,2,3,8,1,1,7
19,Yes,Travel_Frequently,,Sales,1,1,Technical Degree,1,235,3,Female,100.0,1,1,Sales Representative,1,Single,2325,20989,-0.14256807005318173,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
49,No,Travel_Rarely,,Research & Development,1,3,Technical Degree,1,887,3,Female,36.0,3,1,Research Scientist,1,Married,3580,10554,4.118703443558497,Y,No,16,3,2,80,1,7,2,3,4,2,0,2
34,No,Travel_Rarely,404.0,Research & Development,2,4,Technical Degree,1,1383,3,Female,98.0,3,2,Healthcare Representative,4,Single,6687,6163,6.8036171999466655,Y,No,11,3,4,80,0,14,2,4,14,11,4,11
27,No,Travel_Frequently,,Research & Development,5,2,Life Sciences,1,1850,4,Female,53.0,3,1,Laboratory Technician,4,Single,2379,19826,2.965669281246579,Y,Yes,14,3,3,80,0,6,3,2,5,4,0,2
27,No,Travel_Rarely,,Research & Development,17,3,Technical Degree,1,233,3,Male,51.0,3,1,Research Scientist,2,Married,3058,13364,2.6165788807714057,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
35,No,Travel_Rarely,,Research & Development,25,4,Medical,1,1014,3,Female,57.0,3,3,Healthcare Representative,3,Divorced,10388,6975,7.4005565065546275,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
32,No,Non-Travel,300.0,Research & Development,1,3,Life Sciences,1,882,4,Male,61.0,3,1,Laboratory Technician,4,Divorced,2314,9148,3.1389996214084226,Y,No,12,3,2,80,1,4,2,3,3,0,0,2
21,Yes,Travel_Rarely,1427.0,Research & Development,18,1,Other,1,923,4,Female,,3,1,Research Scientist,4,Single,2693,8870,0.4011175615970446,Y,No,19,3,1,80,0,1,3,2,1,0,0,0
28,Yes,Travel_Rarely,1404.0,Research & Development,17,3,Technical Degree,1,1960,3,Male,32.0,2,1,Laboratory Technician,4,Divorced,2367,18779,2.9449650051128144,Y,No,12,3,1,80,1,6,2,2,4,1,0,3
36,No,Travel_Rarely,676.0,Research & Development,1,3,Other,1,823,3,Female,35.0,3,2,Manufacturing Director,2,Married,5228,23361,5.754978841603775,Y,No,15,3,1,80,1,10,2,3,9,7,0,5
56,No,Travel_Rarely,,Sales,11,5,Marketing,1,1935,4,Female,89.0,2,2,Sales Executive,1,Married,5380,20328,2.8852699802045287,Y,No,16,3,3,80,1,6,3,3,0,0,0,0
50,No,Travel_Frequently,809.0,Sales,12,3,Marketing,1,174,3,Female,77.0,3,3,Sales Executive,4,Single,9208,6645,7.301468250803562,Y,No,11,3,4,80,0,16,3,3,2,2,2,1
45,No,Travel_Rarely,556.0,Research & Development,25,2,Life Sciences,1,1888,2,Female,93.0,2,2,Manufacturing Director,4,Married,5906,23888,4.8038356332247805,Y,No,13,3,4,80,2,10,2,2,9,8,3,8
44,No,Travel_Rarely,,Research & Development,9,2,Life Sciences,1,913,2,Male,61.0,3,1,Research Scientist,1,Married,2559,7508,3.2398844314315522,Y,Yes,13,3,4,80,0,8,0,3,8,7,7,1
54,No,Travel_Rarely,685.0,Research & Development,3,3,Life Sciences,1,1250,4,Male,85.0,3,4,Research Director,4,Married,17779,23474,18.00955455933617,Y,No,14,3,1,80,0,36,2,3,10,9,0,9
31,Yes,Travel_Rarely,359.0,Human Resources,18,5,Human Resources,1,1842,4,Male,89.0,4,1,Human Resources,1,Married,2956,21495,0.28021578534408254,Y,No,17,3,3,80,0,2,4,3,1,0,0,0
60,No,Travel_Rarely,1179.0,Sales,16,4,Marketing,1,732,1,Male,84.0,3,2,Sales Executive,1,Single,5405,11924,6.34072364127266,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
43,No,Non-Travel,,Research & Development,7,3,Medical,1,262,4,Male,,4,1,Research Scientist,4,Divorced,2089,5228,3.984909079589139,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
43,No,Travel_Rarely,,Research & Development,15,2,Life Sciences,1,1666,3,Male,65.0,2,4,Research Director,3,Married,17603,3525,7.9843561091075665,Y,No,24,4,1,80,1,14,3,3,14,10,6,11
29,Yes,Travel_Rarely,805.0,Research & Development,1,2,Life Sciences,1,816,2,Female,36.0,2,1,Laboratory Technician,1,Married,2319,6689,0.48450072666399496,Y,Yes,11,3,4,80,1,1,1,3,1,0,0,0
50,No,Non-Travel,881.0,Research & Development,2,4,Life Sciences,1,905,1,Male,,3,4,Manager,1,Divorced,17924,4544,14.625103219893242,Y,No,11,3,4,80,1,31,3,3,31,6,14,7
24,Yes,Travel_Rarely,,Sales,1,1,Technical Degree,1,554,1,Female,62.0,3,1,Sales Representative,2,Single,3202,21972,2.629231268180303,Y,Yes,16,3,2,80,0,6,4,3,5,3,1,4
25,No,Travel_Rarely,,Sales,4,2,Life Sciences,1,527,2,Female,99.0,2,2,Sales Executive,4,Single,4487,12090,1.380602489191356,Y,Yes,11,3,2,80,0,5,3,3,5,4,1,3
42,No,Travel_Rarely,,Research & Development,2,3,Life Sciences,1,2031,1,Male,56.0,3,5,Manager,3,Married,18880,17312,12.179062408381151,Y,No,11,3,1,80,0,24,2,2,22,6,4,14
20,Yes,Travel_Rarely,,Sales,2,3,Medical,1,922,3,Female,,2,1,Sales Representative,3,Single,2044,22052,1.7177223121247995,Y,No,13,3,4,80,0,2,3,2,2,2,0,2
36,No,Travel_Rarely,,Research & Development,12,4,Life Sciences,1,1614,3,Female,76.0,3,2,Manufacturing Director,3,Married,4663,12421,4.833784791538715,Y,Yes,12,3,2,80,2,7,2,3,3,2,1,1
35,No,Travel_Rarely,,Research & Development,27,4,Life Sciences,1,1728,4,Male,49.0,3,2,Manufacturing Director,3,Married,6883,5151,9.381976322917733,Y,No,16,3,2,80,1,17,3,3,7,7,0,7
37,No,Travel_Rarely,1305.0,Research & Development,10,4,Life Sciences,1,518,3,Male,,3,2,Manufacturing Director,2,Single,4197,21123,8.446015130315669,Y,Yes,12,3,4,80,0,18,2,2,1,0,0,1
45,No,Travel_Rarely,,Research & Development,20,2,Medical,1,372,3,Male,79.0,3,4,Healthcare Representative,4,Married,13496,7501,11.214483549415,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
24,No,Travel_Rarely,,Research & Development,24,3,Medical,1,1173,4,Male,49.0,3,1,Laboratory Technician,2,Single,3597,6409,2.693533881347642,Y,No,22,4,4,80,0,6,2,3,4,3,1,2
42,No,Travel_Rarely,,Research & Development,6,3,Medical,1,1911,3,Male,83.0,3,3,Research Director,1,Married,13348,14842,8.907240756622961,Y,No,13,3,2,80,1,18,3,4,13,7,5,7
41,No,Travel_Rarely,,Research & Development,14,3,Life Sciences,1,227,1,Male,56.0,3,1,Research Scientist,3,Divorced,2451,4609,8.117372096459711,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
36,No,Travel_Frequently,1195.0,Research & Development,11,3,Life Sciences,1,85,2,Male,95.0,2,2,Manufacturing Director,2,Single,6499,22656,2.956215845710322,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
24,Yes,Travel_Rarely,240.0,Human Resources,22,1,Human Resources,1,1714,4,Male,58.0,1,1,Human Resources,3,Married,1555,11585,0.4588665899908988,Y,No,11,3,3,80,1,1,2,3,1,0,0,0
31,No,Non-Travel,,Sales,20,2,Marketing,1,947,4,Female,45.0,3,2,Sales Executive,3,Married,6932,24406,6.337825196416478,Y,No,13,3,4,80,1,9,2,2,9,8,0,0
35,No,Travel_Rarely,1029.0,Research & Development,16,3,Life Sciences,1,1529,4,Female,91.0,2,3,Healthcare Representative,2,Single,8606,21195,4.833961896587931,Y,No,19,3,4,80,0,11,3,1,11,8,3,3
37,No,Travel_Rarely,397.0,Research & Development,7,4,Medical,1,102,1,Male,30.0,3,3,Research Director,3,Single,13664,25258,9.224094902167657,Y,No,13,3,1,80,0,16,3,4,5,2,0,2
40,No,Non-Travel,,Sales,28,3,Other,1,615,3,Male,58.0,1,3,Sales Executive,1,Divorced,10932,11373,9.361459932830465,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
29,Yes,Travel_Rarely,,Research & Development,18,1,Medical,1,315,3,Male,86.0,2,1,Research Scientist,4,Single,2389,14961,2.6321062334558136,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1
42,No,Travel_Rarely,462.0,Sales,14,2,Medical,1,936,3,Female,68.0,2,2,Sales Executive,3,Single,6244,7824,5.556984924962718,Y,No,17,3,1,80,0,10,6,3,5,4,0,3
29,No,Travel_Rarely,1252.0,Research & Development,23,2,Life Sciences,1,824,3,Male,81.0,4,1,Research Scientist,3,Married,2700,23779,5.6391546496565566,Y,No,24,4,3,80,1,10,3,3,10,7,0,7
37,No,Travel_Rarely,1192.0,Research & Development,5,2,Medical,1,460,4,Male,61.0,3,2,Manufacturing Director,4,Divorced,6347,23177,2.6383873435553804,Y,No,16,3,3,80,2,8,2,2,6,2,0,4
24,No,Non-Travel,673.0,Research & Development,11,2,Other,1,26,1,Female,96.0,4,2,Manufacturing Director,3,Divorced,20,8232,1.1105554704308935,Y,No,18,3,4,80,1,5,5,2,4,2,1,3
44,No,Travel_Rarely,1037.0,Research & Development,1,3,Medical,1,2020,2,Male,42.0,3,1,Research Scientist,4,Single,2436,13422,3.844293950736017,Y,Yes,12,3,3,80,0,6,2,3,4,3,1,2
32,No,Travel_Rarely,,Research & Development,2,3,Technical Degree,1,2038,4,Male,78.0,3,1,Research Scientist,1,Single,2439,11288,2.988617537850958,Y,No,14,3,4,80,0,4,4,3,4,2,1,2
46,No,Travel_Frequently,1211.0,Sales,5,4,Marketing,1,62,1,Male,98.0,3,2,Sales Executive,4,Single,5772,20445,7.794597893625888,Y,Yes,21,4,3,80,0,14,4,3,9,6,0,8
40,No,Travel_Rarely,804.0,Research & Development,2,1,Medical,1,763,4,Female,86.0,2,1,Research Scientist,4,Single,2342,22929,1.7419786873015766,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3
37,No,Travel_Rarely,571.0,Research & Development,10,1,Life Sciences,1,802,4,Female,,3,1,Research Scientist,1,Divorced,2782,19905,2.7911138568732796,Y,Yes,13,3,2,80,2,6,3,2,5,3,4,3
31,No,Travel_Rarely,182.0,Research & Development,8,5,Life Sciences,1,1430,1,Female,93.0,3,4,Research Director,2,Single,16422,8847,4.554574930450375,Y,No,11,3,3,80,0,9,3,4,3,2,1,0
40,No,Non-Travel,458.0,Research & Development,16,2,Life Sciences,1,1340,3,Male,74.0,3,1,Research Scientist,3,Divorced,3544,8532,4.567856011085523,Y,No,16,3,2,80,1,6,0,3,4,2,0,0
44,No,Travel_Frequently,602.0,Human Resources,1,5,Human Resources,1,1642,1,Male,37.0,3,2,Human Resources,4,Married,5743,10503,5.190211066733336,Y,Yes,11,3,3,80,0,14,3,3,10,7,0,2
27,No,Travel_Frequently,,Sales,8,3,Life Sciences,1,56,4,Male,37.0,3,3,Sales Executive,3,Single,8726,2975,4.910895597141212,Y,No,15,3,4,80,0,9,0,3,9,8,1,7
44,No,Travel_Rarely,,Human Resources,1,3,Life Sciences,1,1683,3,Female,44.0,3,1,Human Resources,4,Divorced,3195,4167,4.660332749173353,Y,Yes,18,3,1,80,3,8,2,3,2,2,2,2
27,No,Travel_Frequently,1242.0,Sales,20,3,Life Sciences,1,293,4,Female,,3,2,Sales Executive,3,Single,9981,12916,3.088538591875733,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
32,No,Travel_Rarely,334.0,Research & Development,5,2,Life Sciences,1,21,1,Male,80.0,4,1,Research Scientist,2,Divorced,3298,15053,3.5761776497415965,Y,Yes,12,3,4,80,2,7,5,2,6,2,0,5
28,No,Travel_Rarely,1423.0,Research & Development,1,3,Life Sciences,1,1506,1,Male,72.0,2,1,Research Scientist,3,Divorced,1563,12530,1.7932496074710451,Y,No,14,3,4,80,1,1,2,1,1,0,0,0
38,No,Travel_Rarely,833.0,Research & Development,18,3,Medical,1,1766,2,Male,60.0,1,2,Healthcare Representative,4,Married,5811,24539,6.777984100515931,Y,Yes,16,3,3,80,1,15,2,3,1,0,1,0
41,No,Travel_Rarely,,Sales,8,3,Marketing,1,1909,3,Female,54.0,3,2,Sales Executive,2,Married,4393,26841,6.7641622174731175,Y,No,21,4,3,80,1,14,3,3,5,4,1,4
34,No,Travel_Frequently,,Research & Development,2,2,Life Sciences,1,1140,4,Male,95.0,3,2,Manufacturing Director,3,Single,4033,15834,2.0978197150115605,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
29,No,Travel_Rarely,592.0,Research & Development,7,3,Life Sciences,1,1883,4,Male,59.0,3,1,Laboratory Technician,1,Single,2062,19384,6.801623119033234,Y,No,14,3,2,80,0,11,2,3,3,2,1,2
